,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
48,62,Sorcha,Roggers,Female,38,1979-07-06,IT,Mass Customer,N,Yes,22.0
49,63,Ebony,Zini,Female,58,1965-07-03,Retail,Mass Customer,N,Yes,16.0
50,64,Gerek,Yve,Male,73,1978-03-25,IT,High Net Worth,N,No,4.0
51,65,Yale,Tanser,Male,21,1976-04-01,Financial Services,Affluent Customer,N,Yes,15.0
52,66,Anselm,Gawne,Male,46,2002-03-11,Argiculture,High Net Worth,N,No,1.0
53,67,Vernon,LN_unkown,Male,67,1960-06-14,Retail,Mass Customer,N,No,18.0
54,70,Foster,Vannoort,Male,78,1993-02-27,Financial Services,Affluent Customer,N,No,8.0
55,71,Hoyt,Glavias,Male,30,1985-01-27,Argiculture,Affluent Customer,N,Yes,12.0
56,72,Sammy,Cheese,Male,93,1972-02-13,Manufacturing,Affluent Customer,N,Yes,16.0
57,75,Dollie,Sealy,Female,28,1978-07-15,Property,Mass Customer,N,No,19.0
58,76,Rea,Hasser,Female,20,1978-01-23,Retail,High Net Worth,N,Yes,18.0
59,77,Shermie,Andrin,Male,79,1989-09-12,Financial Services,Mass Customer,N,No,7.0
60,78,Arch,Van der Kruis,Male,37,1985-03-12,Argiculture,Affluent Customer,N,No,8.0
61,79,Tybi,Silliman,Female,76,1968-10-02,Manufacturing,Mass Customer,N,No,18.0
62,80,Pablo,Small,Male,11,1978-04-24,Entertainment,Mass Customer,N,No,13.0
63,81,Bee,Blazewicz,Female,58,1986-09-04,Health,High Net Worth,N,No,13.0
64,82,Gleda,Cokely,Female,93,1965-06-28,Property,High Net Worth,N,No,19.0
65,83,Kerr,Simmell,Male,97,1967-02-26,IT,Mass Customer,N,Yes,18.0
66,86,Job,Sleney,Male,75,1989-03-04,Health,High Net Worth,N,Yes,7.0
67,87,Fields,Langdon,Male,78,1974-04-23,Financial Services,Mass Customer,N,No,8.0
68,88,Malynda,Tumber,Female,41,1966-02-03,Property,High Net Worth,N,Yes,7.0
69,89,Benedicto,Hoxey,Male,74,1967-01-22,Health,Mass Customer,N,Yes,14.0
70,90,Cary,Garron,Male,76,1984-11-12,Manufacturing,Mass Customer,N,No,11.0
71,91,Dylan,Meaker,Male,69,1955-02-24,Financial Services,Affluent Customer,N,Yes,17.0
72,92,Jodee,Judkins,Female,98,1980-09-11,Health,Mass Customer,N,No,12.0
73,93,Gordon,Gowar,Male,63,1976-07-16,Retail,Mass Customer,N,Yes,10.0
74,94,Wallache,Simchenko,Male,33,1974-08-07,Manufacturing,Mass Customer,N,No,21.0
75,95,Nomi,Mallinder,Female,67,1960-12-25,Manufacturing,Affluent Customer,N,Yes,8.0
76,96,Heath,Olford,Male,33,1968-08-31,Manufacturing,Mass Customer,N,No,15.0
77,97,Arne,Corain,Male,16,1979-07-27,Financial Services,Mass Customer,N,Yes,10.0
78,98,Allianora,Babalola,Female,19,1956-03-17,Health,Mass Customer,N,No,7.0
79,99,Reggie,Mulliner,Male,97,1998-06-13,Financial Services,Mass Customer,N,No,3.0
80,100,Tripp,Steed,Male,80,1968-05-11,Financial Services,Mass Customer,N,Yes,4.0
81,101,Goran,Kwietek,Male,83,1975-12-29,Manufacturing,High Net Worth,N,No,11.0
82,102,Langsdon,Tranfield,Male,51,1956-11-27,Manufacturing,Affluent Customer,N,No,16.0
83,103,Ethyl,Runham,Female,49,1997-04-21,Financial Services,Affluent Customer,N,Yes,4.0
84,104,Odille,Panketh,Female,40,1978-06-06,Health,Mass Customer,N,Yes,9.0
85,105,Maribeth,Pristnor,Female,25,2001-09-17,Manufacturing,Mass Customer,N,No,1.0
86,106,Glyn,LN_unkown,Male,54,1966-07-03,Health,High Net Worth,N,Yes,18.0
87,107,Pris,Stallebrass,Female,97,1990-07-01,Financial Services,Mass Customer,N,Yes,9.0
88,110,Sascha,St. Quintin,Male,23,2000-07-31,Financial Services,Affluent Customer,N,No,1.0
89,112,Shena,Parren,Female,88,1975-08-12,Retail,High Net Worth,N,No,12.0
90,114,Sunny,Swindells,Female,10,1985-10-23,Entertainment,Affluent Customer,N,No,8.0
91,115,Alberik,Mereweather,Male,77,1981-12-21,Health,Mass Customer,N,No,18.0
92,116,Scottie,Swiffen,Male,49,1999-02-05,Manufacturing,Affluent Customer,N,Yes,2.0
93,117,Nance,Suttling,Female,75,1982-02-23,Manufacturing,Mass Customer,N,No,15.0
94,120,Sloan,Wagg,Male,80,1978-09-02,Financial Services,High Net Worth,N,Yes,4.0
95,121,Myles,Pauncefort,Male,82,1957-10-02,Manufacturing,Mass Customer,N,No,15.0
96,122,Colver,Itter,Male,87,1979-04-19,Financial Services,Mass Customer,N,Yes,12.0
97,123,Almeta,Kalinsky,Female,85,1988-12-03,Financial Services,High Net Worth,N,No,15.0
98,124,Kath,Cunney,Female,27,1995-05-03,Health,High Net Worth,N,Yes,5.0
99,125,Darrelle,Antoniewski,Female,94,1960-03-17,Property,Mass Customer,N,No,16.0
100,126,Norman,Cliff,Male,53,1992-10-15,Health,Mass Customer,N,Yes,3.0
101,127,Merrili,Whitear,Female,81,1974-12-03,Financial Services,Mass Customer,N,No,19.0
102,128,Isidro,Cypler,Male,73,1977-07-17,Property,Mass Customer,N,Yes,12.0
103,129,Weidar,Silkstone,Male,64,1985-07-20,Financial Services,High Net Worth,N,Yes,19.0
104,130,Raddy,Delete,Male,32,1997-07-18,Manufacturing,Mass Customer,N,No,1.0
105,131,Jana,Renyard,Female,57,1964-10-16,Retail,High Net Worth,N,No,8.0
106,132,Celesta,Willavoys,Female,5,1963-07-07,Manufacturing,Mass Customer,N,Yes,9.0
107,133,Eldridge,Fiddeman,Male,12,1977-06-13,Financial Services,Mass Customer,N,Yes,16.0
108,134,Merna,McCulloch,Female,34,1997-08-01,Telecommunications,Affluent Customer,N,Yes,5.0
109,135,Rosalia,Sigart,Female,18,1975-01-18,IT,Mass Customer,N,No,3.0
110,136,Mel,Bennet,Male,46,1973-05-26,Manufacturing,High Net Worth,N,Yes,7.0
111,137,Vaughn,Artin,Male,27,1987-11-21,Property,High Net Worth,N,No,10.0
112,138,Onofredo,Franc,Male,5,1985-04-28,Financial Services,Affluent Customer,N,Yes,13.0
113,139,Gar,LN_unkown,Male,1,1964-07-28,Telecommunications,Affluent Customer,N,No,4.0
114,140,Morrie,Flaxon,Male,9,1994-05-20,Manufacturing,Mass Customer,N,No,2.0
115,141,Townsend,Trobe,Male,67,1954-06-25,Financial Services,High Net Worth,N,Yes,10.0
116,142,Bentley,Fortesquieu,Male,57,1967-08-07,Health,Affluent Customer,N,No,17.0
117,143,Kendall,Figg,Male,19,1957-09-01,Argiculture,Mass Customer,N,Yes,11.0
118,144,Jory,Barrabeale,U,71,1977-08-12,IT,Mass Customer,N,No,10.722750997850783
119,145,Filippo,Ferrara,Male,33,1997-07-21,Financial Services,Mass Customer,N,No,4.0
120,146,Ricoriki,Matlock,Male,34,1985-04-08,Manufacturing,Mass Customer,N,No,8.0
121,147,Rea,Pattrick,Female,32,1973-12-06,Health,Mass Customer,N,Yes,10.0
122,149,Drucy,Kausche,Female,41,1995-01-31,Health,Mass Customer,N,Yes,1.0
123,150,Bradly,Crosse,Male,6,1983-08-23,Financial Services,Affluent Customer,N,No,17.0
124,151,Donnie,Brimson,Male,36,1965-01-31,Manufacturing,Mass Customer,N,Yes,13.0
125,152,Stephana,Cardew,Female,5,1981-03-03,Financial Services,Mass Customer,N,No,16.0
126,153,Lorilyn,Walshe,Female,73,1977-07-28,Entertainment,Mass Customer,N,Yes,12.0
127,155,Orran,Bogges,Male,4,1985-12-28,Manufacturing,Mass Customer,N,No,10.0
128,156,Shayla,Rimmington,Female,23,1979-09-09,Financial Services,Mass Customer,N,Yes,11.0
129,157,Chad,Houtby,Male,97,1974-11-23,Financial Services,Affluent Customer,N,No,16.0
130,159,Arin,Matskevich,Male,90,1987-05-12,Health,Affluent Customer,N,No,13.0
131,160,Wake,Durning,Male,5,1964-07-15,Health,Mass Customer,N,No,18.0
132,162,Port,Acuna,Male,90,1979-08-12,IT,Mass Customer,N,No,15.0
133,163,Kessia,Helder,Female,58,1976-09-06,Entertainment,High Net Worth,N,Yes,14.0
134,164,Aarika,Van Vuuren,Female,55,1999-08-07,Retail,Affluent Customer,N,Yes,1.0
135,165,Aldon,Roelofs,Male,61,1984-03-25,Argiculture,Mass Customer,N,Yes,12.0
136,166,Elston,Oleszczak,Male,54,1955-06-12,Manufacturing,Affluent Customer,N,No,6.0
137,167,Nathalie,Tideswell,Female,95,1969-10-27,Health,High Net Worth,N,Yes,17.0
138,168,Reggie,Broggetti,U,8,1977-08-12,IT,Affluent Customer,N,Yes,10.722750997850783
139,169,Alfy,Bruhnke,Male,20,1957-10-19,Telecommunications,High Net Worth,N,Yes,5.0
140,170,Jammal,Gever,Male,80,1975-06-02,Health,High Net Worth,N,No,21.0
141,171,Halli,Davidoff,Female,62,1970-12-04,Manufacturing,Mass Customer,N,No,10.0
142,172,Hilton,Carney,Male,54,1988-09-12,Manufacturing,Affluent Customer,N,Yes,6.0
143,173,Ebba,Hanselmann,Female,99,1997-01-02,Health,Affluent Customer,N,No,1.0
144,174,Catie,Tosspell,Female,93,1989-11-26,Health,Mass Customer,N,No,12.0
145,175,Templeton,Hambrook,Male,36,1975-11-28,Manufacturing,Affluent Customer,N,No,5.0
146,176,Angelo,Clayal,Male,39,1992-04-13,Property,Mass Customer,N,No,10.0
147,177,Ondrea,Pablos,Female,25,1989-11-09,Financial Services,High Net Worth,N,No,4.0
148,179,Esteban,Sewill,Male,23,1966-05-11,Manufacturing,High Net Worth,N,Yes,6.0
149,180,Trisha,Neasham,Female,16,1971-09-17,Argiculture,Affluent Customer,N,No,14.0
150,181,Pavla,Braunle,Female,49,1982-11-21,Manufacturing,Mass Customer,N,No,9.0
151,182,Lydon,Dahlman,Male,99,1992-11-20,Financial Services,Affluent Customer,N,Yes,7.0
152,183,Dannie,Hissie,Female,7,1997-08-05,Retail,Affluent Customer,N,No,3.0
153,184,Nappie,Paolo,Male,40,1971-12-13,Manufacturing,High Net Worth,N,Yes,7.0
154,185,Crosby,Walcot,Male,80,1979-12-13,Property,Mass Customer,N,Yes,13.0
155,186,Mireielle,Jeppe,Female,46,1974-05-06,Financial Services,Mass Customer,N,No,3.0
156,188,Audry,Seine,Female,54,1975-06-22,Property,High Net Worth,N,Yes,13.0
157,189,Umberto,Torricella,Male,73,1981-07-19,Financial Services,Affluent Customer,N,No,10.0
158,190,Hayley,Girardengo,Female,42,1979-02-04,Health,Affluent Customer,N,No,10.0
159,192,Goldi,Osler,Female,2,1978-11-19,Health,Mass Customer,N,Yes,8.0
160,193,Foss,Hardes,Male,13,1964-07-22,Manufacturing,Mass Customer,N,Yes,12.0
161,194,Ursala,Ferrai,Female,4,1974-11-16,Financial Services,Affluent Customer,N,No,10.0
162,195,Talyah,Rylatt,Female,34,1958-11-14,Manufacturing,Mass Customer,N,No,6.0
163,196,Swen,Odhams,Male,90,1966-02-22,Manufacturing,High Net Worth,N,No,6.0
164,198,Vanya,Gumb,Female,82,1981-11-29,Entertainment,Mass Customer,N,No,16.0
165,199,Verla,Alven,Female,61,1978-02-13,Health,Mass Customer,N,Yes,21.0
166,200,Hube,Weald,Male,7,1957-02-04,Property,Affluent Customer,N,Yes,19.0
167,201,Salem,Huie,Male,45,1966-04-20,Manufacturing,Mass Customer,N,Yes,11.0
168,202,Audie,Pillinger,Female,38,1963-06-24,Entertainment,Affluent Customer,N,Yes,16.0
169,203,Donovan,Conry,Male,71,1964-01-13,Argiculture,Mass Customer,N,Yes,11.0
170,204,Thorny,Hackworth,Male,56,1976-10-01,Financial Services,Mass Customer,N,No,5.0
171,205,Rolfe,Kellard,Male,18,1958-12-01,Financial Services,Mass Customer,N,Yes,6.0
172,208,Rutter,Excell,Male,57,1994-10-31,Property,High Net Worth,N,No,5.0
173,210,Albrecht,Thomasson,Male,50,1963-11-18,Property,Mass Customer,N,No,18.0
174,211,Beitris,LN_unkown,Female,6,1974-03-04,Manufacturing,Mass Customer,N,Yes,5.0
175,212,Nanice,Ellse,Female,21,2001-11-19,IT,Affluent Customer,N,No,1.0
176,213,Lockwood,Exroll,Male,13,1996-05-14,Financial Services,High Net Worth,N,Yes,6.0
177,214,Jeramie,Cellier,Male,82,1957-11-29,Health,Mass Customer,N,No,6.0
178,215,Debera,Foxworthy,Female,37,1974-06-24,Retail,High Net Worth,N,Yes,18.0
179,216,Cinderella,Parcall,Female,12,1995-01-12,Financial Services,High Net Worth,N,Yes,7.0
180,217,Jeralee,Quartly,Female,63,1979-12-09,Manufacturing,High Net Worth,N,No,16.0
181,218,Stefa,Dunnan,Female,37,1993-08-06,Property,High Net Worth,N,Yes,8.0
182,219,Markus,Mughal,Male,9,1964-11-25,Health,Mass Customer,N,No,7.0
183,220,Jeniffer,Apark,Female,79,1954-05-10,Manufacturing,High Net Worth,N,No,9.0
184,221,Mara,Bloore,Female,14,1980-03-10,Manufacturing,Mass Customer,N,No,14.0
185,222,Nev,Larive,Male,89,1978-09-03,Health,Mass Customer,N,No,16.0
186,224,Morgun,Girvan,Male,2,1967-12-03,Financial Services,Affluent Customer,N,No,17.0
187,225,Brittaney,Pring,Female,84,1977-03-11,Health,Affluent Customer,N,No,13.0
188,226,Bondie,Letty,Male,96,1977-11-11,Manufacturing,Mass Customer,N,No,20.0
189,227,Wendall,McKeand,Male,99,1973-08-14,Entertainment,Mass Customer,N,No,18.0
190,228,Lucia,Pickervance,Female,59,1986-05-25,Manufacturing,High Net Worth,N,No,12.0
191,229,Vaughn,Lambis,Male,30,1966-03-06,Property,High Net Worth,N,No,19.0
192,230,Maegan,Scyone,Female,74,1954-06-24,Property,High Net Worth,N,No,11.0
193,231,Basile,Winsor,Male,48,1995-08-05,Financial Services,Mass Customer,N,Yes,3.0
194,232,Zaria,Koeppke,Female,94,1987-11-11,Retail,Mass Customer,N,No,12.0
195,233,Art,Barwell,Male,34,1986-08-08,Property,Mass Customer,N,No,13.0
196,234,Mead,Alpes,Female,71,1969-08-12,Retail,High Net Worth,N,No,12.0
197,235,Leona,Phateplace,Female,30,1976-12-26,Health,Mass Customer,N,No,15.0
198,236,Tybalt,Gillingwater,Male,79,1954-10-30,Health,Affluent Customer,N,No,14.0
199,237,Reginald,Dartan,Male,18,1974-03-07,Property,High Net Worth,N,Yes,11.0
200,239,Wells,Pressman,Male,62,1992-12-13,Health,Affluent Customer,N,No,3.0
201,240,Gavin,Fawks,Male,49,1989-07-28,IT,High Net Worth,N,Yes,15.0
202,241,Quillan,Duigan,Male,94,1987-05-09,Entertainment,Mass Customer,N,No,20.0
203,242,Taite,Droghan,Male,17,1992-03-20,Property,Affluent Customer,N,No,8.0
204,243,Barbara,Croxley,Female,94,1976-09-02,Manufacturing,High Net Worth,N,Yes,14.0
205,244,Germayne,Sperry,Male,57,1974-11-25,Retail,Affluent Customer,N,No,8.0
206,245,Noell,Grahlmans,Female,6,2001-09-26,Financial Services,Affluent Customer,N,No,1.0
207,246,Binny,Whight,Female,63,1991-02-28,Manufacturing,High Net Worth,N,No,9.0
208,247,Kristal,Joysey,Female,62,1983-05-06,Financial Services,High Net Worth,N,Yes,13.0
209,248,Inger,Eskell,Female,76,1978-04-15,Health,Affluent Customer,N,Yes,12.0
210,249,D'arcy,Slay,Male,65,1992-09-13,IT,High Net Worth,N,No,9.0
211,250,Kristofer,LN_unkown,Male,53,1988-04-15,Health,Mass Customer,N,Yes,13.0
212,251,Mala,LN_unkown,Female,88,1977-12-24,Financial Services,Affluent Customer,N,Yes,10.0
213,252,Anthea,Ruskin,Female,39,1983-01-24,Property,Mass Customer,N,Yes,13.0
214,253,Amalee,Choak,Female,82,1997-05-11,Health,Mass Customer,N,Yes,1.0
215,254,Barbie,Rubi,Female,98,1961-09-22,Retail,Mass Customer,N,No,14.0
216,255,Keeley,Kruger,Female,2,1954-01-15,IT,Mass Customer,N,No,5.0
217,256,Linell,Beadle,Female,16,1975-05-07,Health,High Net Worth,N,Yes,21.0
218,257,Marissa,LN_unkown,Female,70,1966-02-08,Manufacturing,Affluent Customer,N,Yes,19.0
219,258,Othella,Keher,Female,24,1992-05-03,Manufacturing,High Net Worth,N,No,9.0
220,259,Venita,Dymick,Female,70,1983-07-22,Health,High Net Worth,N,Yes,3.0
221,260,Farand,Marriner,Female,47,1979-08-30,Health,High Net Worth,N,Yes,22.0
222,262,Cordie,Petrelli,Male,97,1977-12-23,Health,High Net Worth,N,Yes,10.0
223,263,Tonia,Leigh,Female,89,1985-11-19,Health,High Net Worth,N,No,7.0
224,264,Jedd,Spiby,Male,31,1977-12-07,Health,Mass Customer,N,No,11.0
225,265,Pennie,Stoile,Male,74,1965-10-05,Retail,High Net Worth,N,Yes,18.0
226,266,Lelia,Garatty,Female,69,1989-07-19,Retail,Affluent Customer,N,No,18.0
227,267,Edgar,Buckler,U,53,1977-08-12,IT,High Net Worth,N,No,10.722750997850783
228,268,Kacie,Kidston,Female,60,1978-10-18,Manufacturing,Mass Customer,N,No,10.0
229,269,Zacherie,Grindley,Male,55,1954-09-19,Property,Mass Customer,N,Yes,9.0
230,271,Doll,Burtwell,Female,51,1991-02-13,Financial Services,Mass Customer,N,No,4.0
231,272,Arlie,Crean,Female,22,1987-06-06,Retail,Mass Customer,N,Yes,1.0
232,274,Tessi,Hesse,Female,66,1976-09-15,Health,Mass Customer,N,Yes,14.0
233,275,Dud,LN_unkown,Male,7,1955-07-27,Health,High Net Worth,N,No,13.0
234,276,Goldi,Dwine,Female,47,1990-03-25,Financial Services,Mass Customer,N,No,22.0
235,279,Tamera,Hinckes,Female,0,1981-09-09,Manufacturing,Mass Customer,N,No,11.0
236,281,Jeanette,Sizzey,Female,51,1972-12-27,Financial Services,High Net Worth,N,Yes,8.0
237,282,Lauren,Curcher,Male,82,1989-10-27,Argiculture,High Net Worth,N,Yes,11.0
238,283,Sari,Noye,Female,34,1991-02-04,Retail,Mass Customer,N,No,2.0
239,284,Seth,Moorman,Male,38,1986-04-11,Financial Services,High Net Worth,N,Yes,9.0
240,285,Julee,Janovsky,Female,3,1977-11-19,Manufacturing,Mass Customer,N,No,12.0
241,286,Kiley,Canaan,Male,99,1989-08-01,Manufacturing,Affluent Customer,N,Yes,11.0
242,287,Hannie,Wodham,Female,41,1985-05-06,Manufacturing,Affluent Customer,N,No,4.0
243,288,Ebenezer,Seedman,Male,71,1985-09-08,Manufacturing,High Net Worth,N,No,9.0
244,289,Modestia,Lithgow,Female,43,1970-04-12,Health,High Net Worth,N,No,10.0
245,290,Giorgio,Kevane,U,42,1977-08-12,IT,Mass Customer,N,No,10.722750997850783
246,291,Aime,Burston,Female,63,1971-10-22,Entertainment,Mass Customer,N,No,4.0
247,293,Virgilio,Willcocks,Male,80,1989-12-10,Manufacturing,Mass Customer,N,Yes,20.0
248,296,Marshal,Rathbone,Male,34,1972-06-19,Health,High Net Worth,N,Yes,17.0
249,297,Cecile,MacLise,Female,33,1959-04-27,Manufacturing,High Net Worth,N,No,16.0
250,298,Maurise,Lenglet,Male,69,1956-08-15,Manufacturing,High Net Worth,N,No,9.0
251,299,Corabelle,Hartnell,Female,80,1956-09-15,Financial Services,Mass Customer,N,Yes,7.0
252,300,Malachi,Hadcroft,Male,88,1956-06-22,Health,Mass Customer,N,No,9.0
253,301,Hildy,Bilbrook,Female,54,1980-10-10,Manufacturing,High Net Worth,N,No,19.0
254,302,Laurice,Colgrave,Female,32,1977-03-27,Health,Mass Customer,N,No,13.0
255,303,Shane,Smetoun,Female,59,1974-08-15,Argiculture,Mass Customer,N,Yes,14.0
256,304,Paddy,Mumbray,Male,36,1969-03-27,Manufacturing,Mass Customer,N,Yes,15.0
257,305,Cris,Chellam,Female,1,1974-03-17,Financial Services,Mass Customer,N,No,11.0
258,306,Ruy,Adanet,Male,19,1973-08-02,Health,High Net Worth,N,No,18.0
259,307,Ruben,Handlin,Male,55,1984-08-18,Health,Affluent Customer,N,Yes,12.0
260,308,Iver,Dobsons,Male,2,1983-03-09,IT,High Net Worth,N,No,4.0
261,309,Maurizia,Ligerton,Female,53,1974-10-02,Health,Mass Customer,N,Yes,21.0
262,310,Myranda,Clowser,Female,0,1985-02-13,Financial Services,Mass Customer,N,Yes,18.0
263,311,Jaimie,Halms,Female,86,1957-08-16,Health,High Net Worth,N,No,12.0
264,312,Garek,Prattin,Male,44,1958-03-17,Financial Services,Affluent Customer,N,Yes,6.0
265,313,Theo,McKune,Male,70,1987-12-22,Manufacturing,Mass Customer,N,Yes,13.0
266,314,Catie,Advani,Female,27,1962-08-25,Retail,High Net Worth,N,Yes,5.0
267,315,Lisa,Odlin,Female,67,1958-04-16,Manufacturing,Affluent Customer,N,No,12.0
268,316,Genni,Larway,Female,72,1976-06-01,Manufacturing,Mass Customer,N,Yes,10.0
269,317,Elicia,Dahler,Female,26,1974-02-10,Entertainment,Mass Customer,N,Yes,14.0
270,318,Libbie,Castelin,Female,21,1969-05-19,Retail,Affluent Customer,N,Yes,18.0
271,319,Madelle,Matteris,Female,32,1971-10-11,Retail,Mass Customer,N,Yes,14.0
272,320,Aldous,Cubin,Male,19,1997-02-09,Health,Mass Customer,N,No,4.0
273,322,De,Denington,Female,19,1977-03-10,Financial Services,Mass Customer,N,Yes,11.0
274,323,Celka,Goodrich,Female,54,1973-06-04,Health,Mass Customer,N,Yes,7.0
275,324,Franz,Lyptrit,Male,97,1986-08-05,IT,Mass Customer,N,Yes,15.0
276,325,Anthia,Ghilardini,Female,98,1971-09-26,Financial Services,Affluent Customer,N,Yes,17.0
277,326,Guenna,Spensly,Female,74,1980-02-16,Financial Services,Mass Customer,N,No,6.0
278,327,Cris,Richfield,Female,10,1968-07-24,Health,Mass Customer,N,No,12.0
279,328,Bernice,Kings,Female,87,1991-04-11,Manufacturing,Mass Customer,N,No,12.0
280,329,Garvy,Berthel,Male,25,1984-11-20,Entertainment,High Net Worth,N,Yes,12.0
281,330,Port,Pancost,Male,78,1959-06-03,Manufacturing,High Net Worth,N,Yes,7.0
282,331,Ford,Groucock,Male,87,1998-09-23,Health,Mass Customer,N,Yes,3.0
283,332,Liza,Trouel,Female,23,1978-08-19,Health,High Net Worth,N,No,14.0
284,333,Debbi,Doohey,Female,25,1965-06-20,Financial Services,Affluent Customer,N,Yes,8.0
285,334,Fredi,Iannuzzelli,Female,71,1999-05-20,Financial Services,Affluent Customer,N,Yes,3.0
286,336,Georgiana,Wallington,Female,91,1980-01-06,Manufacturing,High Net Worth,N,No,3.0
287,337,Shaylah,Urquhart,Female,67,1979-10-08,Argiculture,High Net Worth,N,Yes,12.0
288,338,Hilliary,Littrell,Female,33,1958-03-14,Health,Mass Customer,N,No,19.0
289,339,Nanny,Casero,Female,56,1980-01-11,Health,Mass Customer,N,No,12.0
290,340,Joshuah,Purvey,Male,39,1973-07-31,Argiculture,Mass Customer,N,Yes,17.0
291,341,Jeremiah,Wasling,Male,10,1976-08-25,Financial Services,Mass Customer,N,No,5.0
